Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
samsung,samsung galaxy s24,titanium violet,flipkart,134999.0,82999.0,52000.0,38.0,12,256,6.8,5000,12,50,snapdragon 8 gen 3 processor,4.6,4020,353
apple,apple iphone 15,black,flipkart,79900.0,71999.0,7901.0,9.0,16,128,6.7,4700,12,50,a16 bionic chip 6 core processor processor,4.6,45792,2571
poco,poco m6 plus,graphite black,flipkart,17999.0,11499.0,6500.0,36.0,8,128,6.79,5030,13,108,snapdragon 4 gen2 ae processor,4.2,11513,724
samsung,samsung galaxy s24,amber yellow,flipkart,79999.0,52999.0,27000.0,33.0,8,256,6.2,4000,12,108,exynos 2400 processor,4.6,6901,390
realme,realme 14t 5g,obsidian black,flipkart,20999.0,17999.0,3000.0,14.0,8,128,6.67,6000,16,50,dimensity 6300 processor,4.2,1092,101
vivo,vivo t4 ultra,phoenix gold,flipkart,40999.0,37999.0,3000.0,7.0,8,256,6.67,5500,32,50,dimensity 9300 processor,4.5,1571,175
apple,apple iphone 16,natural titanium,flipkart,129900.0,117900.0,12000.0,9.0,12,256,6.3,4700,12,50,a18 pro chip 6 core processor processor,4.6,2499,125
poco,poco m7 5g,ocean blue,flipkart,12999.0,9299.0,3700.0,28.0,6,128,6.88,5160,8,50,4 gen 2 5g processor,4.1,25331,1321
oneplus,oneplus 13r 5g,astral trail,flipkart,44999.0,39883.0,5116.0,11.0,12,256,6.78,6000,12,50,5 gen 2 5g processor,4.5,2289,168
motorola,motorola edge 50,hot pink,flipkart,25999.0,18999.0,7000.0,26.0,8,128,6.7,5000,32,20,7s gen 2 processor,4.4,129175,8373
iqoo,iqoo z10 5g,glacier silver / silver,flipkart,25999.0,21061.0,4938.0,18.0,8,128,6.7,7300,16,50,7s gen 2 processor,4.4,2045,114
apple,apple iphone 15,pink,flipkart,79900.0,71999.0,7901.0,9.0,12,128,6.7,4300,12,50,a16 bionic chip 6 core processor processor,4.6,45792,2571
poco,poco f7 5g,phantom black,flipkart,35999.0,31999.0,4000.0,11.0,12,256,6.83,7550,20,50,8s gen 4 processor,4.4,5646,699
motorola,motorola edge 50,peach fuzz,flipkart,32999.0,21999.0,11000.0,33.0,8,256,6.67,5000,32,32,snapdragon 7 gen 1 accelerated edition processor,4.3,37910,2824
iqoo,iqoo z10 lite,cyber green,flipkart,13999.0,10310.0,3689.0,26.0,4,128,6.74,6000,12,50,snapdragon 7 gen 1 accelerated edition processor,4.2,91,5
google,google pixel 9,porcelain,flipkart,79999.0,64999.0,15000.0,18.0,12,256,6.3,4700,5,50,google tensor g4 processor,4.5,3198,316
samsung,samsung galaxy a55,awesome iceblue,flipkart,45999.0,28208.0,17791.0,38.0,8,256,6.6,5000,32,50,samsung exynos 1480 processor,4.4,2011,154
realme,realme p3 pro,saturn brown,flipkart,28999.0,19999.0,9000.0,31.0,8,128,6.83,6000,16,50,7s gen 3 mobile platform processor,4.4,6148,536
poco,poco c61,mystical green,flipkart,8999.0,6999.0,2000.0,22.0,4,64,6.71,5000,5,50,helio g36 processor,4.1,110043,4655
samsung,samsung galaxy s24,cobalt violet,flipkart,74999.0,46999.0,28000.0,37.0,8,128,6.2,4000,12,108,exynos 2400 processor,4.6,6901,390
poco,poco m7 5g,satin black,flipkart,12999.0,9299.0,3700.0,28.0,6,128,6.88,5160,8,20,4 gen 2 5g processor,4.1,25331,1321
iqoo,iqoo z10 5g,stellar black / black,flipkart,25999.0,21087.0,4912.0,18.0,8,128,6.7,7300,12,50,5 gen 2 5g processor,4.4,2045,114
apple,apple iphone 16,pink,flipkart,99900.0,89999.0,9901.0,9.0,12,256,6.7,4300,12,50,a18 chip 6 core processor processor,4.6,3067,171
apple,apple iphone 16,desert titanium,flipkart,144900.0,132900.0,12000.0,8.0,12,256,6.9,4300,12,50,a18 pro chip 6 core processor processor,4.7,1144,84
poco,poco x7 pro,nebula green,flipkart,33999.0,24999.0,9000.0,26.0,12,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.4,4609,577
samsung,samsung galaxy f06,lit violet,flipkart,13999.0,8699.0,5300.0,37.0,4,64,6.7,5000,12,50,dimensity 6300 processor,4.1,17201,1184
realme,realme c75 5g,midnight lily,flipkart,15999.0,12999.0,3000.0,18.0,4,128,6.67,6000,8,108,dimensity 6300 processor,4.3,485,22
samsung,samsung galaxy s24+,cobalt violet,flipkart,99999.0,59999.0,40000.0,40.0,12,256,6.7,4900,12,32,exynos 2400 processor,4.5,11203,856
realme,realme p2 pro,parrot green,flipkart,25999.0,16999.0,9000.0,34.0,8,128,6.7,5200,32,20,7s gen2 processor,4.4,17510,1251
motorola,motorola a200,black,flipkart,1549.0,1249.0,300.0,19.0,4,64,1.77,800,8,50,7s gen2 processor,3.6,138,16
iqoo,iqoo z9s 5g,titanium matte,flipkart,25999.0,20890.0,5109.0,19.0,8,128,6.77,5500,12,50,7s gen2 processor,4.4,8518,531
google,google pixel 8a,porcelain,flipkart,52999.0,37999.0,15000.0,28.0,8,128,6.1,4404,13,50,tensor g3 processor,4.3,7112,581
apple,apple iphone 15,green,flipkart,69900.0,64900.0,5000.0,7.0,16,128,6.1,4700,12,50,a16 bionic chip 6 core processor processor,4.6,262580,9397
poco,poco x7 pro,yellow,flipkart,31999.0,22999.0,9000.0,28.0,8,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.3,8288,1153
samsung,samsung galaxy a06,black,flipkart,13499.0,9199.0,4300.0,31.0,4,64,6.7,5000,12,50,mediatek processor,4.0,789,63
samsung,samsung galaxy s24,marble gray,flipkart,79999.0,52999.0,27000.0,33.0,8,256,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
lava,lava a3 torch,dark blue,flipkart,1649.0,1339.0,310.0,18.0,6,128,1.8,1750,8,3,exynos 2400 processor,4.1,217,19
google,google pixel 9,wintergreen,flipkart,79999.0,64999.0,15000.0,18.0,12,256,6.3,4700,5,108,google tensor g4 processor,4.5,3198,316
samsung,samsung 1200,black,flipkart,1699.0,774.0,925.0,54.0,4,64,1.5,800,12,108,google tensor g4 processor,3.1,4223,295
realme,realme c75 5g,midnight lily,flipkart,15999.0,12999.0,3000.0,18.0,4,128,6.67,6000,8,20,dimensity 6300 processor,4.3,485,22
samsung,samsung galaxy s24,cobalt violet,flipkart,79999.0,52999.0,27000.0,33.0,8,256,6.2,4000,12,32,exynos 2400 processor,4.6,6901,390
samsung,samsung galaxy s24,titanium violet,flipkart,134999.0,119999.0,15000.0,11.0,12,256,6.8,5000,12,108,snapdragon 8 gen 3 processor,4.6,4020,353
realme,realme p1 speed,brushed blue,flipkart,20999.0,14989.0,6010.0,28.0,8,128,6.67,5000,16,50,dimensity 7300 energy processor,4.3,2672,275
realme,realme narzo 80,crystal purple,flipkart,14999.0,11274.0,3725.0,24.0,6,128,6.67,6000,16,50,dimensity 7300 energy processor,4.6,43,0
motorola,motorola edge 60,pantone dazzling blue,flipkart,40999.0,33999.0,7000.0,17.0,12,256,6.7,6000,12,108,dimensity 8350 processor,4.4,5417,524
realme,realme narzo 80x,sunlit gold,flipkart,16999.0,12120.0,4879.0,28.0,8,128,6.72,6000,8,50,dimensity 8350 processor,4.2,559,21
iqoo,iqoo neo 10,inferno red,flipkart,36999.0,33242.0,3757.0,10.0,8,128,6.78,7000,8,108,qualcomm sd processor,4.5,162,14
motorola,motorola razr 60,pantone lightest sky,flipkart,54999.0,49999.0,5000.0,9.0,8,256,6.9,4500,32,50,dimensity 7400x processor,4.5,344,41
iqoo,iqoo neo 10r,raging blue,flipkart,31999.0,24187.0,7812.0,24.0,8,128,6.78,6400,12,32,dimensity 7400x processor,4.5,978,75
realme,realme p1 speed,brushed blue,flipkart,20999.0,14989.0,6010.0,28.0,8,128,6.67,5000,16,108,dimensity 7300 energy processor,4.3,2672,275
redmi,redmi a4,sparkle purple,flipkart,11999.0,9527.0,2472.0,20.0,4,128,6.88,5160,8,50,dimensity 7300 energy processor,4.3,7020,337
samsung,samsung galaxy f16,glam green,flipkart,15999.0,10749.0,5250.0,32.0,4,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2787,175
iqoo,iqoo neo 10r,raging blue,flipkart,31999.0,24187.0,7812.0,24.0,8,128,6.78,6400,12,50,dimensity 8450 processor,4.5,978,75
oppo,oppo reno14 pro,pearl white,flipkart,54999.0,49999.0,5000.0,9.0,12,256,6.83,6200,12,108,dimensity 8450 processor,4.5,524,78
motorola,motorola g45 5g,pink lavender,flipkart,14999.0,11999.0,3000.0,20.0,8,128,6.5,5000,16,50,snapdragon 6s gen 3 processor,4.3,195416,10117
oppo,oppo k12x 5g,breeze blue,flipkart,16999.0,12999.0,4000.0,23.0,6,128,6.67,5100,8,50,dimensity 6300 processor,4.5,183764,6497
oppo,oppo k12x 5g,feather pink,flipkart,16999.0,12999.0,4000.0,23.0,6,128,6.67,5100,8,50,dimensity 6300 processor,4.5,183764,6497
oneplus,oneplus 13s 5g,pink satin,flipkart,57999.0,51969.0,6030.0,10.0,12,256,6.32,5850,16,108,dimensity 6300 processor,4.5,265,24
redmi,redmi a3x,ocean green,flipkart,9999.0,6699.0,3300.0,33.0,3,64,6.71,5000,5,50,dimensity 6300 processor,4.1,9774,433
samsung,samsung guru music,black,flipkart,1999.0,948.0,1051.0,52.0,6,64,1.8,800,16,50,dimensity 6300 processor,3.4,63,4
oneplus,oneplus 13s 5g,pink satin,flipkart,57999.0,51969.0,6030.0,10.0,12,256,6.32,5850,16,20,a18 pro chip 6 core processor processor,4.5,265,24
apple,apple iphone 16e,black,flipkart,69900.0,64900.0,5000.0,7.0,12,256,6.1,4600,12,50,a18 chip 6 core processor,4.6,1409,95
iqoo,iqoo neo 10,inferno red,flipkart,36999.0,33242.0,3757.0,10.0,8,128,6.78,7000,12,50,qualcomm sd processor,4.5,162,14
apple,apple iphone 16e,white,flipkart,59900.0,54900.0,5000.0,8.0,16,128,6.1,4300,12,50,a18 chip 6 core processor,4.6,1409,95
realme,realme p3 pro,saturn brown,flipkart,28999.0,19999.0,9000.0,31.0,8,128,6.83,6000,16,20,7s gen 3 mobile platform processor,4.5,4520,650
realme,realme p3 pro,saturn brown,flipkart,28999.0,19999.0,9000.0,31.0,8,128,6.83,6000,16,32,7s gen 3 mobile platform processor,4.4,6148,536
samsung,samsung galaxy a06,black,flipkart,11499.0,7690.0,3809.0,33.0,4,64,6.7,5000,8,50,mediatek helio g85 processor,4.1,157,13
poco,poco x7 5g,glacier green,flipkart,27999.0,17999.0,10000.0,35.0,8,256,6.67,5500,20,50,dimensity 7300 ultra processor,4.3,13142,1155
alcatel,alcatel v3 classic,halo white,flipkart,17999.0,10999.0,7000.0,38.0,4,128,6.67,5200,8,50,dimensity 6300 processor,4.3,29,8
iqoo,iqoo z10 5g,glacier silver / silver,flipkart,25999.0,21061.0,4938.0,18.0,8,128,6.7,7300,12,32,dimensity 6300 processor,4.4,2045,114
apple,apple iphone 16,white,flipkart,99900.0,89999.0,9901.0,9.0,16,256,6.7,4700,12,50,a18 chip 6 core processor processor,4.6,3067,171
motorola,motorola razr 60,pantone gibraltar sea,flipkart,54999.0,49999.0,5000.0,9.0,8,256,6.9,4500,32,50,dimensity 7400x processor,4.5,344,41
oppo,oppo a3x,ocean blue,flipkart,12999.0,8999.0,4000.0,30.0,4,64,6.67,5100,5,50,6s 4g gen1 processor,4.2,1100,72
infinix,infinix smart 9,mint green,flipkart,8999.0,6699.0,2300.0,25.0,3,64,6.7,5000,8,50,mediatek helio g50 processor,4.2,3286,225
redmi,redmi a3x,ocean green,flipkart,9999.0,6699.0,3300.0,33.0,3,64,6.71,5000,5,50,mediatek helio g50 processor,4.1,9774,433
poco,poco x7 pro,nebula green,flipkart,31999.0,22999.0,9000.0,28.0,8,256,6.67,6550,20,50,dimensity d8400 ultra processor,4.3,8288,1153
poco,poco x7 5g,cosmic silver,flipkart,27999.0,17999.0,10000.0,35.0,8,256,6.67,5500,12,50,dimensity 7300 ultra processor,4.3,13142,1155
realme,realme p1 speed,brushed blue,flipkart,20999.0,14989.0,6010.0,28.0,8,128,6.67,5000,16,20,dimensity 7300 energy processor,4.3,2672,275
samsung,samsung galaxy a16,gold,flipkart,19999.0,15480.0,4519.0,22.0,6,128,6.7,5000,13,32,dimensity 6300 processor,4.2,2475,112
iqoo,iqoo z10 5g,glacier silver / silver,flipkart,29999.0,26500.0,3499.0,11.0,12,256,6.7,7300,12,50,dimensity 6300 processor,4.4,530,37
redmi,redmi a3x,ocean green,flipkart,9999.0,6699.0,3300.0,33.0,3,64,6.71,5000,5,50,unisoc t107 processor,4.1,9774,433
samsung,samsung sm 1207,black,flipkart,1599.0,790.0,809.0,50.0,6,64,6.6,5000,12,108,unisoc t107 processor,3.2,5417,315
samsung,samsung galaxy a06,light gray,flipkart,15499.0,10099.0,5400.0,34.0,4,128,6.7,5000,8,50,mediatek processor,4.0,789,63
lava,lava yuva star,glossy black,flipkart,6999.0,6249.0,750.0,10.0,4,64,6.75,5000,5,50,unisoc sc9863a processor,4.0,902,55
oppo,oppo reno14 pro,pearl white,flipkart,54999.0,49999.0,5000.0,9.0,12,256,6.83,6200,12,32,dimensity 8450 processor,4.5,524,78
realme,realme c73 5g,jade green,flipkart,13999.0,11499.0,2500.0,17.0,4,128,6.67,6000,8,50,dimensity 6300 processor,4.3,508,17
samsung,samsung galaxy f06,bahama blue,flipkart,12499.0,8199.0,4300.0,34.0,4,64,6.7,5000,8,50,dimensity 6300 processor,4.1,17201,1184
infinix,infinix hot 50,dreamy purple,flipkart,12999.0,9999.0,3000.0,23.0,4,128,6.7,5000,8,50,dimensity 6300 processor,4.3,5608,418
apple,apple iphone 16e,white,flipkart,69900.0,64900.0,5000.0,7.0,12,256,6.1,4700,12,108,a18 chip 6 core processor,4.6,1409,95
apple,apple iphone 14,starlight,flipkart,69900.0,62990.0,6910.0,9.0,16,256,6.1,4700,12,32,a15 bionic chip 6 core processor processor,4.6,313551,11692
poco,poco f7 5g,frost white,flipkart,37999.0,33999.0,4000.0,10.0,12,512,6.83,7550,20,108,8s gen 4 processor,4.4,5646,699
samsung,samsung galaxy a55,awesome navy,flipkart,45999.0,28640.0,17359.0,37.0,8,256,6.6,5000,32,108,exynos 1480 processor,4.4,2011,154
samsung,samsung galaxy a16,gold,flipkart,19999.0,15480.0,4519.0,22.0,6,128,6.7,5000,13,20,dimensity 6300 processor,4.2,2475,112
samsung,samsung galaxy f06,lit violet,flipkart,15499.0,9999.0,5500.0,35.0,6,128,6.7,5000,8,50,dimensity 6300 processor,4.1,7433,541
samsung,samsung galaxy a36,awesome black,flipkart,35999.0,30999.0,5000.0,13.0,8,128,6.7,5000,12,20,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,redmi note 14,mystique white,flipkart,21999.0,14701.0,7298.0,33.0,6,128,6.67,5110,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,1977,97
samsung,samsung galaxy a16,light green,flipkart,19999.0,15999.0,4000.0,20.0,6,128,6.7,5000,13,50,dimensity 6300 processor,4.2,2475,112
oppo,oppo a3x 5g,starlight white,flipkart,14999.0,10999.0,4000.0,26.0,4,64,6.67,5100,5,50,dimensity 6300 processor,4.2,3233,145
tecno,tecno pova curve,neon cyan,flipkart,18999.0,15999.0,3000.0,15.0,6,128,6.78,5500,13,50,dimensity 7300 ultimate processor,4.3,804,117
tecno,tecno pova curve,neon cyan,flipkart,18999.0,15999.0,3000.0,15.0,6,128,6.78,5500,13,20,dimensity 7300 ultimate processor,4.3,804,117
samsung,samsung galaxy a36,awesome black,flipkart,41999.0,36999.0,5000.0,11.0,12,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,121,11
samsung,samsung galaxy a06,light gray,flipkart,11999.0,9319.0,2680.0,22.0,4,64,6.7,5000,16,50,mediatek processor,4.0,789,63
realme,realme 14t 5g,obsidian black,flipkart,20999.0,17999.0,3000.0,14.0,8,128,6.67,6000,16,20,dimensity 6300 processor,4.2,1092,101
samsung,samsung galaxy a56,awesome olive,flipkart,45999.0,38999.0,7000.0,15.0,8,128,6.7,5000,12,108,samsng exynos 1580 processor,4.3,359,28
samsung,samsung galaxy f16,bling black,flipkart,18999.0,13499.0,5500.0,28.0,8,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2075,150
motorola,motorola g64 5g,mint green,flipkart,19999.0,15999.0,4000.0,20.0,12,256,6.5,6000,16,50,dimensity 7025 processor,4.2,85325,5457
poco,poco c61,diamond dust black,flipkart,8999.0,6990.0,2009.0,22.0,4,64,6.71,5000,5,50,helio g36 processor,4.1,110043,4655
vivo,vivo v50 5g,rose red,flipkart,39999.0,32999.0,7000.0,17.0,8,128,6.77,6000,16,108,7 gen 3 processor,4.5,6154,540
samsung,samsung guru music,black,flipkart,1999.0,990.0,1009.0,50.0,6,64,1.8,800,8,50,8 gen 3 processor,3.1,16817,1264
vivo,vivo v50 5g,rose red,flipkart,39999.0,32999.0,7000.0,17.0,8,128,6.77,6000,12,50,7 gen 3 processor,4.5,6154,540
samsung,samsung galaxy m16,thunder black,flipkart,13999.0,11933.0,2066.0,14.0,4,128,6.7,5000,16,50,8 gen 3 processor,4.1,203,6
motorola,motorola a50v dual,gold,flipkart,1849.0,1499.0,350.0,18.0,4,64,1.8,1750,13,50,snapdragon 7 gen 3 processor,4.1,1339,71
honor,honor 200 5g,black,flipkart,39999.0,22489.0,17510.0,43.0,8,256,6.7,5200,12,108,snapdragon 7 gen 3 processor,4.4,142,13
samsung,samsung galaxy f16,glam green,flipkart,18999.0,13499.0,5500.0,28.0,8,128,6.657,5000,13,50,dimensity 6300 processor,4.2,2075,150
itel,itel a80,sandstone black,flipkart,8999.0,6849.0,2150.0,23.0,4,128,6.7,5000,16,50,dimensity 6300 processor,4.2,331,17
tecno,tecno spark go,magic skin green,flipkart,8599.0,6899.0,1700.0,19.0,3,64,6.67,5000,8,50,unisoc t61 processor,4.3,1407,69
realme,realme c63 5g,forest green,flipkart,12999.0,10999.0,2000.0,15.0,4,128,6.67,5000,12,108,dimensity 6300 processor,4.4,6704,266
xiaomi,xiaomi 14 civi,panda white,flipkart,59999.0,39999.0,20000.0,33.0,12,512,6.55,4700,13,50,8s gen 3 mobile platform processor,4.4,754,68
lava,lava shark,titanium gold,flipkart,7799.0,7296.0,503.0,6.0,4,256,6.67,5000,12,50,unisoc t606 octa-core processor processor,4.2,30,0
oppo,oppo reno14 pro,pearl white,flipkart,54999.0,49999.0,5000.0,9.0,12,256,6.83,6200,13,50,dimensity 8450 processor,4.5,524,78
itel,itel a80,sandstone black,flipkart,8999.0,6849.0,2150.0,23.0,4,128,6.7,5000,8,50,dimensity 8450 processor,4.2,331,17
redmi,redmi 13 5g,orchid pink,flipkart,17999.0,12499.0,5500.0,30.0,6,128,6.79,5030,13,50,4 gen 2 ae processor,4.2,42234,2172
iqoo,iqoo z10 5g,stellar black / black,flipkart,27999.0,23551.0,4448.0,15.0,8,256,6.77,7300,8,50,5 gen 2 ae processor,4.4,2045,114
samsung,samsung b310ed,white,flipkart,1599.0,990.0,609.0,38.0,6,128,2.4,850,12,50,6 gen 2 ae processor,3.2,391,27
tecno,tecno pop 9,aurora cloud,flipkart,11999.0,9499.0,2500.0,20.0,4,128,6.67,5000,8,50,dimensity 6300 5g processor,3.9,63,5
poco,poco x7 pro,yellow,flipkart,33999.0,24999.0,9000.0,26.0,12,256,6.67,6550,20,108,dimensity d8400 ultra processor,4.4,4609,577
realme,realme c63 5g,forest green,flipkart,12999.0,10999.0,2000.0,15.0,4,128,6.67,5000,8,50,dimensity 6300 processor,4.4,6704,266
samsung,samsung galaxy m16,thunder black,flipkart,13999.0,11933.0,2066.0,14.0,4,128,6.7,5000,8,50,9 gen 3 processor,4.1,203,6
realme,realme 70 turbo,turbo green,flipkart,19999.0,14760.0,5239.0,26.0,6,128,6.67,5000,8,50,segment's fastest dimensity 7300 energy 5g chipset processor,4.3,5488,430
poco,poco c71,desert gold,flipkart,8999.0,6399.0,2600.0,28.0,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
samsung,samsung galaxy a06,black,flipkart,11999.0,9277.0,2722.0,22.0,4,64,6.7,5000,8,50,dimensity 6300 processor,4.0,789,63
samsung,samsung galaxy a56,awesome olive,flipkart,52999.0,44999.0,8000.0,15.0,12,256,6.7,5000,12,50,samsung exynos 1580 processor,4.4,213,21
realme,realme 70 turbo,turbo green,flipkart,19999.0,14760.0,5239.0,26.0,6,128,6.67,5000,12,50,segment's fastest dimensity 7300 energy 5g chipset processor,4.3,5488,430
iqoo,iqoo neo 10,inferno red,flipkart,36999.0,33242.0,3757.0,10.0,8,128,6.78,7000,8,50,qualcomm sd processor,4.5,162,14
apple,apple iphone 15,blue,flipkart,79900.0,74900.0,5000.0,6.0,12,256,6.1,4300,12,108,a16 bionic chip 6 core processor processor,4.6,262580,9397
vivo,vivo v50e 5g,pearl white,flipkart,33999.0,28999.0,5000.0,14.0,8,128,6.77,5600,12,108,dimensity 7300 processor,4.4,1486,98
vivo,vivo v50e 5g,pearl white,flipkart,33999.0,28999.0,5000.0,14.0,8,128,6.77,5600,13,50,dimensity 7300 processor,4.4,1486,98
oppo,oppo f29 5g,glacier blue,flipkart,28999.0,23999.0,5000.0,17.0,8,128,6.7,6500,16,50,6 gen 1 processor,4.3,1720,105
tecno,tecno spark go,magic skin green,flipkart,8599.0,6899.0,1700.0,19.0,3,64,6.67,5000,8,32,unisoc t61 processor,4.3,1407,69
honor,honor 200 5g,black,flipkart,39999.0,22489.0,17510.0,43.0,8,256,6.7,5200,12,50,snapdragon 7 gen 3 processor,4.4,142,13
motorola,motorola g64 5g,ice lilac,flipkart,17999.0,13999.0,4000.0,22.0,8,128,6.5,6000,16,50,dimensity 7025 processor,4.3,60363,3762
vivo,vivo v50 5g,rose red,flipkart,39999.0,32999.0,7000.0,17.0,8,128,6.77,6000,16,50,7 gen 3 processor,4.5,6154,540
redmi,redmi 14c 5g,stardust purple,flipkart,12999.0,9499.0,3500.0,26.0,4,64,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
redmi,redmi 14c 5g,stardust purple,flipkart,12999.0,9499.0,3500.0,26.0,4,64,6.88,5160,8,32,4 gen 2 5g processor,4.2,4714,250
tecno,tecno camon 30,basaltic dark,flipkart,32999.0,23999.0,9000.0,27.0,12,512,6.78,5000,8,50,dimensity 7020 5g processor,4.0,171,13
samsung,samsung galaxy a55,awesome navy,flipkart,48999.0,34490.0,14509.0,29.0,12,256,6.6,5000,32,50,samsung exynos 1480 processor,4.3,507,40
iqoo,iqoo z9x,tornado green,flipkart,18999.0,13790.0,5209.0,27.0,6,128,6.72,6000,8,50,qualcomm sm6450 snapdragon 6 gen 1 processor,4.4,10267,514
poco,poco m7 5g,mint green,flipkart,13999.0,10299.0,3700.0,26.0,8,128,6.88,5160,8,20,4 gen 2 5g processor,4.2,5232,314
samsung,samsung galaxy s24+,onyx black,flipkart,99999.0,59999.0,40000.0,40.0,12,256,6.7,4900,12,50,exynos 2400 processor,4.5,11203,856
vivo,vivo v50e 5g,pearl white,flipkart,33999.0,28999.0,5000.0,14.0,8,128,6.77,5600,16,50,dimensity 7300 processor,4.4,1486,98
samsung,samsung galaxy s24,amber yellow,flipkart,74999.0,46999.0,28000.0,37.0,8,128,6.2,4000,12,50,exynos 2400 processor,4.6,6901,390
motorola,motorola g85 5g,cobalt blue,flipkart,22999.0,17999.0,5000.0,21.0,12,256,6.67,5000,32,50,6s gen 3 processor,4.4,79386,4451
redmi,redmi 14c 5g,stardust purple,flipkart,13999.0,10000.0,3999.0,28.0,4,128,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
realme,realme c61,marble black,flipkart,8999.0,7699.0,1300.0,14.0,4,64,6.745,5000,5,108,t612 processor,4.4,9818,322
iqoo,iqoo z9s 5g,titanium matte,flipkart,27999.0,22470.0,5529.0,19.0,8,256,6.77,5500,12,50,mediatek dimensity 7300 5g processor,4.4,8518,531
realme,realme 14 pro,glass purple,flipkart,25999.0,21999.0,4000.0,15.0,8,128,6.7,5200,32,50,7s gen2 processor,4.4,408,24
samsung,samsung galaxy a16,blue black,flipkart,19999.0,15999.0,4000.0,20.0,6,128,6.7,5000,13,50,dimensity 6300 processor,4.2,2475,112
infinix,infinix note 40,racing grey,flipkart,24999.0,15999.0,9000.0,36.0,8,256,6.78,5000,32,108,dimensity 7020 processor,4.2,12307,1141
itel,itel zeno 10,phantom crystal,flipkart,7399.0,6115.0,1284.0,17.0,4,64,6.6,5000,2,50,dimensity 7020 processor,4.2,21,0
poco,poco x6 neo,astral black,flipkart,19999.0,13990.0,6009.0,30.0,8,128,6.67,5000,16,50,dimensity 6080 processor,4.2,42214,3058
karbonn,karbonn kx29 ds,grey blue,flipkart,1790.0,1458.0,332.0,18.0,6,32,2.4,2700,8,50,dimensity 6080 processor,3.7,2532,163
poco,poco c71,power black,flipkart,8999.0,6399.0,2600.0,28.0,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
apple,apple iphone 15,pink,flipkart,89900.0,81999.0,7901.0,8.0,16,256,6.7,4300,12,108,a16 bionic chip 6 core processor processor,4.6,45792,2571
apple,apple iphone 14,blue,flipkart,69900.0,62990.0,6910.0,9.0,16,256,6.1,4300,12,108,a15 bionic chip 6 core processor processor,4.6,313551,11692
samsung,samsung galaxy a56,awesome graphite,flipkart,48999.0,41999.0,7000.0,14.0,8,256,6.7,5000,12,50,samsung exynos 1580 processor,4.3,359,28
motorola,motorola edge 50,jungle green,flipkart,32999.0,21999.0,11000.0,33.0,8,256,6.67,5000,32,128,snapdragon 7 gen 1 accelerated edition processor,4.3,37910,2824
vivo,vivo v50e 5g,pearl white,flipkart,33999.0,28999.0,5000.0,14.0,8,128,6.77,5600,12,50,dimensity 7300 processor,4.4,1486,98
vivo,vivo t3 ultra,frost green,flipkart,35999.0,27999.0,8000.0,22.0,8,128,6.78,5500,13,50,dimensity 7300 processor,4.5,22016,1801
tecno,tecno camon 20,serenity blue,flipkart,24999.0,15399.0,9600.0,38.0,8,128,6.67,5000,32,20,mediatek dimensity 8050 processor,4.1,841,95
samsung,samsung m06 5g,blazing black,flipkart,13999.0,10390.0,3609.0,25.0,4,128,6.7,5000,8,50,snapdragon 7 gen 3 processor,3.9,270,30
motorola,motorola a10v ds,teal blue,flipkart,1499.0,999.0,500.0,33.0,4,64,1.8,800,8,50,snapdragon 7 gen 3 processor,4.1,7845,501
motorola,motorola g04s,satin blue,flipkart,9999.0,7299.0,2700.0,27.0,4,64,6.6,5000,8,32,t606 processor,4.2,29839,1642
apple,apple iphone 15,black,flipkart,79900.0,74900.0,5000.0,6.0,16,256,6.1,4300,12,20,a16 bionic chip 6 core processor processor,4.6,262580,9397
redmi,redmi a3,olive green,flipkart,11999.0,8490.0,3509.0,29.0,6,128,6.71,5000,5,50,mediatek helio g36 processor,4.1,6776,346
realme,realme 14 pro,glass purple,flipkart,25999.0,21999.0,4000.0,15.0,8,128,6.7,5200,32,108,7s gen2 processor,4.4,408,24
samsung,samsung sm-b310ezddins,black,flipkart,1999.0,928.0,1071.0,53.0,4,64,1.8,800,8,50,7s gen2 processor,3.2,8049,517
google,google pixel 9,peony,flipkart,79999.0,64999.0,15000.0,18.0,12,256,6.3,4700,5,50,google tensor g4 processor,4.5,3198,316
vivo,vivo t3 lite,vibrant green,flipkart,14499.0,10499.0,4000.0,27.0,4,128,6.56,5000,8,108,dimensity 6300 processor,4.4,70298,2338
redmi,redmi 9i sport,coral green,flipkart,9999.0,9500.0,499.0,4.0,4,512,6.53,5000,5,50,mediatek helio g25 processor,4.3,270336,14927
